region,Year,quantile,lag,Estimate,STA,STA_cor,STA_cor_p,SPI,SPI_cor,SPI_cor_p
c. South,2007,10,lag_1,1.00395759163696,0.555027340883368,-0.22875341573189,0.17,-2.08986664670382,0.470501858652888,<0.01
c. South,2007,10,lag_2,1.00395759163696,0.639256057936588,-0.219368755471095,0.19,0.499971607376305,0.444773577092798,0.01
c. South,2007,50,lag_0,1.97949063814105,0.234466959628771,-0.0991191415621827,0.56,-1.24668401280643,0.0766348755569186,0.65
c. South,2007,50,lag_1,1.97949063814105,0.555027340883368,-0.291708244243032,0.08,-2.08986664670382,0.259514243237591,0.12
c. South,2007,50,lag_2,1.97949063814105,0.639256057936588,-0.251574757787965,0.13,0.499971607376305,0.304955822778043,0.07
c. South,2007,90,lag_0,2.17696762333156,0.234466959628771,-0.237903753223406,0.16,-1.24668401280643,-0.0603356646774587,0.72
c. South,2007,90,lag_1,2.17696762333156,0.555027340883368,-0.345136855116928,0.04,-2.08986664670382,0.153751346153133,0.36
c. South,2007,90,lag_2,2.17696762333156,0.639256057936588,-0.245293806942713,0.14,0.499971607376305,0.0189356115025929,0.91
c. South,2008,10,lag_0,0.953829415126028,0.0588065036997672,-0.0617924298751798,0.72,0.105881056324201,0.319284903130291,0.05
c. South,2008,10,lag_1,0.953829415126028,0.234466959628771,-0.22875341573189,0.17,-1.24668401280643,0.470501858652888,<0.01
c. South,2008,10,lag_2,0.953829415126028,0.555027340883368,-0.219368755471095,0.19,-2.08986664670382,0.444773577092798,0.01
c. South,2008,50,lag_0,1.81100618214698,0.0588065036997672,-0.0991191415621827,0.56,0.105881056324201,0.0766348755569186,0.65
c. South,2008,50,lag_1,1.81100618214698,0.234466959628771,-0.291708244243032,0.08,-1.24668401280643,0.259514243237591,0.12
c. South,2008,50,lag_2,1.81100618214698,0.555027340883368,-0.251574757787965,0.13,-2.08986664670382,0.304955822778043,0.07
c. South,2008,90,lag_0,2.11437090546272,0.0588065036997672,-0.237903753223406,0.16,0.105881056324201,-0.0603356646774587,0.72
c. South,2008,90,lag_1,2.11437090546272,0.234466959628771,-0.345136855116928,0.04,-1.24668401280643,0.153751346153133,0.36
c. South,2008,90,lag_2,2.11437090546272,0.555027340883368,-0.245293806942713,0.14,-2.08986664670382,0.0189356115025929,0.91
c. South,2009,10,lag_0,1.12744812819021,-0.557419786265823,-0.0617924298751798,0.72,0.435528797533139,0.319284903130291,0.05
c. South,2009,10,lag_1,1.12744812819021,0.0588065036997672,-0.22875341573189,0.17,0.105881056324201,0.470501858652888,<0.01
c. South,2009,10,lag_2,1.12744812819021,0.234466959628771,-0.219368755471095,0.19,-1.24668401280643,0.444773577092798,0.01
c. South,2009,50,lag_0,1.93531606780118,-0.557419786265823,-0.0991191415621827,0.56,0.435528797533139,0.0766348755569186,0.65
c. South,2009,50,lag_1,1.93531606780118,0.0588065036997672,-0.291708244243032,0.08,0.105881056324201,0.259514243237591,0.12
c. South,2009,50,lag_2,1.93531606780118,0.234466959628771,-0.251574757787965,0.13,-1.24668401280643,0.304955822778043,0.07
c. South,2009,90,lag_0,2.19568936123083,-0.557419786265823,-0.237903753223406,0.16,0.435528797533139,-0.0603356646774587,0.72
c. South,2009,90,lag_1,2.19568936123083,0.0588065036997672,-0.345136855116928,0.04,0.105881056324201,0.153751346153133,0.36
c. South,2009,90,lag_2,2.19568936123083,0.234466959628771,-0.245293806942713,0.14,-1.24668401280643,0.0189356115025929,0.91
c. South,2010,10,lag_0,1.27807246178218,-0.659096398625938,-0.0617924298751798,0.72,0.592725549478195,0.319284903130291,0.05
c. South,2010,10,lag_1,1.27807246178218,-0.557419786265823,-0.22875341573189,0.17,0.435528797533139,0.470501858652888,<0.01
c. South,2010,10,lag_2,1.27807246178218,0.0588065036997672,-0.219368755471095,0.19,0.105881056324201,0.444773577092798,0.01
c. South,2010,50,lag_0,2.23701612815667,-0.659096398625938,-0.0991191415621827,0.56,0.592725549478195,0.0766348755569186,0.65
c. South,2010,50,lag_1,2.23701612815667,-0.557419786265823,-0.291708244243032,0.08,0.435528797533139,0.259514243237591,0.12
c. South,2010,50,lag_2,2.23701612815667,0.0588065036997672,-0.251574757787965,0.13,0.105881056324201,0.304955822778043,0.07
c. South,2010,90,lag_0,2.37589333394272,-0.659096398625938,-0.237903753223406,0.16,0.592725549478195,-0.0603356646774587,0.72
c. South,2010,90,lag_1,2.37589333394272,-0.557419786265823,-0.345136855116928,0.04,0.435528797533139,0.153751346153133,0.36
c. South,2010,90,lag_2,2.37589333394272,0.0588065036997672,-0.245293806942713,0.14,0.105881056324201,0.0189356115025929,0.91
c. South,2011,10,lag_0,1.01805094949798,0.0554174560220987,-0.0617924298751798,0.72,-1.29446588306476,0.319284903130291,0.05
c. South,2011,10,lag_1,1.01805094949798,-0.659096398625938,-0.22875341573189,0.17,0.592725549478195,0.470501858652888,<0.01
c. South,2011,10,lag_2,1.01805094949798,-0.557419786265823,-0.219368755471095,0.19,0.435528797533139,0.444773577092798,0.01
c. South,2011,50,lag_0,1.82655075351381,0.0554174560220987,-0.0991191415621827,0.56,-1.29446588306476,0.0766348755569186,0.65
c. South,2011,50,lag_1,1.82655075351381,-0.659096398625938,-0.291708244243032,0.08,0.592725549478195,0.259514243237591,0.12
c. South,2011,50,lag_2,1.82655075351381,-0.557419786265823,-0.251574757787965,0.13,0.435528797533139,0.304955822778043,0.07
c. South,2011,90,lag_0,2.05209905987546,0.0554174560220987,-0.237903753223406,0.16,-1.29446588306476,-0.0603356646774587,0.72
c. South,2011,90,lag_1,2.05209905987546,-0.659096398625938,-0.345136855116928,0.04,0.592725549478195,0.153751346153133,0.36
c. South,2011,90,lag_2,2.05209905987546,-0.557419786265823,-0.245293806942713,0.14,0.435528797533139,0.0189356115025929,0.91
c. South,2012,10,lag_0,0.945049689965433,1.69043402639545,-0.0617924298751798,0.72,-0.353000312606625,0.319284903130291,0.05
c. South,2012,10,lag_1,0.945049689965433,0.0554174560220987,-0.22875341573189,0.17,-1.29446588306476,0.470501858652888,<0.01
c. South,2012,10,lag_2,0.945049689965433,-0.659096398625938,-0.219368755471095,0.19,0.592725549478195,0.444773577092798,0.01
c. South,2012,50,lag_0,1.72205249418695,1.69043402639545,-0.0991191415621827,0.56,-0.353000312606625,0.0766348755569186,0.65
c. South,2012,50,lag_1,1.72205249418695,0.0554174560220987,-0.291708244243032,0.08,-1.29446588306476,0.259514243237591,0.12
c. South,2012,50,lag_2,1.72205249418695,-0.659096398625938,-0.251574757787965,0.13,0.592725549478195,0.304955822778043,0.07
c. South,2012,90,lag_0,2.06436208515868,1.69043402639545,-0.237903753223406,0.16,-0.353000312606625,-0.0603356646774587,0.72
c. South,2012,90,lag_1,2.06436208515868,0.0554174560220987,-0.345136855116928,0.04,-1.29446588306476,0.153751346153133,0.36
c. South,2012,90,lag_2,2.06436208515868,-0.659096398625938,-0.245293806942713,0.14,0.592725549478195,0.0189356115025929,0.91
c. South,2013,10,lag_0,1.04781839033886,-0.694801671987681,-0.0617924298751798,0.72,0.728853243722409,0.319284903130291,0.05
c. South,2013,10,lag_1,1.04781839033886,1.69043402639545,-0.22875341573189,0.17,-0.353000312606625,0.470501858652888,<0.01
c. South,2013,10,lag_2,1.04781839033886,0.0554174560220987,-0.219368755471095,0.19,-1.29446588306476,0.444773577092798,0.01
c. South,2013,50,lag_0,1.96361581577355,-0.694801671987681,-0.0991191415621827,0.56,0.728853243722409,0.0766348755569186,0.65
c. South,2013,50,lag_1,1.96361581577355,1.69043402639545,-0.291708244243032,0.08,-0.353000312606625,0.259514243237591,0.12
c. South,2013,50,lag_2,1.96361581577355,0.0554174560220987,-0.251574757787965,0.13,-1.29446588306476,0.304955822778043,0.07
c. South,2013,90,lag_0,2.21656258516198,-0.694801671987681,-0.237903753223406,0.16,0.728853243722409,-0.0603356646774587,0.72
c. South,2013,90,lag_1,2.21656258516198,1.69043402639545,-0.345136855116928,0.04,-0.353000312606625,0.153751346153133,0.36
c. South,2013,90,lag_2,2.21656258516198,0.0554174560220987,-0.245293806942713,0.14,-1.29446588306476,0.0189356115025929,0.91
c. South,2014,10,lag_0,1.20372509692871,-1.4977262927146,-0.0617924298751798,0.72,-0.168749031747311,0.319284903130291,0.05
c. South,2014,10,lag_1,1.20372509692871,-0.694801671987681,-0.22875341573189,0.17,0.728853243722409,0.470501858652888,<0.01
c. South,2014,10,lag_2,1.20372509692871,1.69043402639545,-0.219368755471095,0.19,-0.353000312606625,0.444773577092798,0.01
c. South,2014,50,lag_0,2.05833462459702,-1.4977262927146,-0.0991191415621827,0.56,-0.168749031747311,0.0766348755569186,0.65
c. South,2014,50,lag_1,2.05833462459702,-0.694801671987681,-0.291708244243032,0.08,0.728853243722409,0.259514243237591,0.12
c. South,2014,50,lag_2,2.05833462459702,1.69043402639545,-0.251574757787965,0.13,-0.353000312606625,0.304955822778043,0.07
c. South,2014,90,lag_0,2.25315710375229,-1.4977262927146,-0.237903753223406,0.16,-0.168749031747311,-0.0603356646774587,0.72
c. South,2014,90,lag_1,2.25315710375229,-0.694801671987681,-0.345136855116928,0.04,0.728853243722409,0.153751346153133,0.36
c. South,2014,90,lag_2,2.25315710375229,1.69043402639545,-0.245293806942713,0.14,-0.353000312606625,0.0189356115025929,0.91
c. South,2015,10,lag_0,1.21683928267146,-0.260037853803926,-0.0617924298751798,0.72,0.298755408696442,0.319284903130291,0.05
c. South,2015,10,lag_1,1.21683928267146,-1.4977262927146,-0.22875341573189,0.17,-0.168749031747311,0.470501858652888,<0.01
c. South,2015,10,lag_2,1.21683928267146,-0.694801671987681,-0.219368755471095,0.19,0.728853243722409,0.444773577092798,0.01
c. South,2015,50,lag_0,2.01491251886898,-0.260037853803926,-0.0991191415621827,0.56,0.298755408696442,0.0766348755569186,0.65
c. South,2015,50,lag_1,2.01491251886898,-1.4977262927146,-0.291708244243032,0.08,-0.168749031747311,0.259514243237591,0.12
c. South,2015,50,lag_2,2.01491251886898,-0.694801671987681,-0.251574757787965,0.13,0.728853243722409,0.304955822778043,0.07
c. South,2015,90,lag_0,2.28953174475293,-0.260037853803926,-0.237903753223406,0.16,0.298755408696442,-0.0603356646774587,0.72
c. South,2015,90,lag_1,2.28953174475293,-1.4977262927146,-0.345136855116928,0.04,-0.168749031747311,0.153751346153133,0.36
c. South,2015,90,lag_2,2.28953174475293,-0.694801671987681,-0.245293806942713,0.14,0.728853243722409,0.0189356115025929,0.91
c. South,2016,10,lag_0,1.25129755977032,2.11865148327667,-0.0617924298751798,0.72,1.44057129506955,0.319284903130291,0.05
c. South,2016,10,lag_1,1.25129755977032,-0.260037853803926,-0.22875341573189,0.17,0.298755408696442,0.470501858652888,<0.01
c. South,2016,10,lag_2,1.25129755977032,-1.4977262927146,-0.219368755471095,0.19,-0.168749031747311,0.444773577092798,0.01
c. South,2016,50,lag_0,2.10004212502708,2.11865148327667,-0.0991191415621827,0.56,1.44057129506955,0.0766348755569186,0.65
c. South,2016,50,lag_1,2.10004212502708,-0.260037853803926,-0.291708244243032,0.08,0.298755408696442,0.259514243237591,0.12
c. South,2016,50,lag_2,2.10004212502708,-1.4977262927146,-0.251574757787965,0.13,-0.168749031747311,0.304955822778043,0.07
c. South,2016,90,lag_0,2.22166871689996,2.11865148327667,-0.237903753223406,0.16,1.44057129506955,-0.0603356646774587,0.72
c. South,2016,90,lag_1,2.22166871689996,-0.260037853803926,-0.345136855116928,0.04,0.298755408696442,0.153751346153133,0.36
c. South,2016,90,lag_2,2.22166871689996,-1.4977262927146,-0.245293806942713,0.14,-0.168749031747311,0.0189356115025929,0.91
c. South,2017,10,lag_0,1.05827711809463,2.15475753865869,-0.0617924298751798,0.72,0.716424804777345,0.319284903130291,0.05
c. South,2017,10,lag_1,1.05827711809463,2.11865148327667,-0.22875341573189,0.17,1.44057129506955,0.470501858652888,<0.01
c. South,2017,10,lag_2,1.05827711809463,-0.260037853803926,-0.219368755471095,0.19,0.298755408696442,0.444773577092798,0.01
c. South,2017,50,lag_0,1.9387765252386,2.15475753865869,-0.0991191415621827,0.56,0.716424804777345,0.0766348755569186,0.65
c. South,2017,50,lag_1,1.9387765252386,2.11865148327667,-0.291708244243032,0.08,1.44057129506955,0.259514243237591,0.12
c. South,2017,50,lag_2,1.9387765252386,-0.260037853803926,-0.251574757787965,0.13,0.298755408696442,0.304955822778043,0.07
c. South,2017,90,lag_0,2.07914514257321,2.15475753865869,-0.237903753223406,0.16,0.716424804777345,-0.0603356646774587,0.72
c. South,2017,90,lag_1,2.07914514257321,2.11865148327667,-0.345136855116928,0.04,1.44057129506955,0.153751346153133,0.36
c. South,2017,90,lag_2,2.07914514257321,-0.260037853803926,-0.245293806942713,0.14,0.298755408696442,0.0189356115025929,0.91
c. South,2018,10,lag_0,1.35578475531711,0.926823175574416,-0.0617924298751798,0.72,0.288468474925086,0.319284903130291,0.05
c. South,2018,10,lag_1,1.35578475531711,2.15475753865869,-0.22875341573189,0.17,0.716424804777345,0.470501858652888,<0.01
c. South,2018,10,lag_2,1.35578475531711,2.11865148327667,-0.219368755471095,0.19,1.44057129506955,0.444773577092798,0.01
c. South,2018,50,lag_0,1.99096216628752,0.926823175574416,-0.0991191415621827,0.56,0.288468474925086,0.0766348755569186,0.65
c. South,2018,50,lag_1,1.99096216628752,2.15475753865869,-0.291708244243032,0.08,0.716424804777345,0.259514243237591,0.12
c. South,2018,50,lag_2,1.99096216628752,2.11865148327667,-0.251574757787965,0.13,1.44057129506955,0.304955822778043,0.07
c. South,2018,90,lag_0,2.15755815269626,0.926823175574416,-0.237903753223406,0.16,0.288468474925086,-0.0603356646774587,0.72
c. South,2018,90,lag_1,2.15755815269626,2.15475753865869,-0.345136855116928,0.04,0.716424804777345,0.153751346153133,0.36
c. South,2018,90,lag_2,2.15755815269626,2.11865148327667,-0.245293806942713,0.14,1.44057129506955,0.0189356115025929,0.91
c. South,2019,10,lag_0,1.31494858006283,1.0280758615411,-0.0617924298751798,0.72,1.40664696497565,0.319284903130291,0.05
c. South,2019,10,lag_1,1.31494858006283,0.926823175574416,-0.22875341573189,0.17,0.288468474925086,0.470501858652888,<0.01
c. South,2019,10,lag_2,1.31494858006283,2.15475753865869,-0.219368755471095,0.19,0.716424804777345,0.444773577092798,0.01
c. South,2019,50,lag_0,2.22707203368477,1.0280758615411,-0.0991191415621827,0.56,1.40664696497565,0.0766348755569186,0.65
c. South,2019,50,lag_1,2.22707203368477,0.926823175574416,-0.291708244243032,0.08,0.288468474925086,0.259514243237591,0.12
c. South,2019,50,lag_2,2.22707203368477,2.15475753865869,-0.251574757787965,0.13,0.716424804777345,0.304955822778043,0.07
c. South,2019,90,lag_0,2.32594871999884,1.0280758615411,-0.237903753223406,0.16,1.40664696497565,-0.0603356646774587,0.72
c. South,2019,90,lag_1,2.32594871999884,0.926823175574416,-0.345136855116928,0.04,0.288468474925086,0.153751346153133,0.36
c. South,2019,90,lag_2,2.32594871999884,2.15475753865869,-0.245293806942713,0.14,0.716424804777345,0.0189356115025929,0.91
c. South,2020,10,lag_0,1.27876829369091,0.943325300180198,-0.0617924298751798,0.72,2.42690147254763,0.319284903130291,0.05
c. South,2020,10,lag_1,1.27876829369091,1.0280758615411,-0.22875341573189,0.17,1.40664696497565,0.470501858652888,<0.01
c. South,2020,10,lag_2,1.27876829369091,0.926823175574416,-0.219368755471095,0.19,0.288468474925086,0.444773577092798,0.01
c. South,2020,50,lag_0,2.05899795476284,0.943325300180198,-0.0991191415621827,0.56,2.42690147254763,0.0766348755569186,0.65
c. South,2020,50,lag_1,2.05899795476284,1.0280758615411,-0.291708244243032,0.08,1.40664696497565,0.259514243237591,0.12
c. South,2020,50,lag_2,2.05899795476284,0.926823175574416,-0.251574757787965,0.13,0.288468474925086,0.304955822778043,0.07
c. South,2020,90,lag_0,2.19593493848068,0.943325300180198,-0.237903753223406,0.16,2.42690147254763,-0.0603356646774587,0.72
c. South,2020,90,lag_1,2.19593493848068,1.0280758615411,-0.345136855116928,0.04,1.40664696497565,0.153751346153133,0.36
c. South,2020,90,lag_2,2.19593493848068,0.926823175574416,-0.245293806942713,0.14,0.288468474925086,0.0189356115025929,0.91
"d. Great 
Lakes",1984,10,lag_0,1.58613016196478,-0.859178935850632,-0.382602912668053,0.02,-0.631788532432223,0.0583608050621339,0.73
"d. Great 
Lakes",1984,10,lag_1,1.58613016196478,0.968478464436338,-0.439080302621115,0.01,0.189212621700532,0.375585656603415,0.02
"d. Great 
Lakes",1984,10,lag_2,1.58613016196478,-1.421798251718,-0.00459428762449143,0.98,-0.94649755534648,-0.00776388319460774,0.96
"d. Great 
Lakes",1984,50,lag_0,1.40583679475945,-0.859178935850632,-0.205387284399086,0.22,-0.631788532432223,0.17254503902381,0.31
"d. Great 
Lakes",1984,50,lag_1,1.40583679475945,0.968478464436338,-0.388155868687265,0.02,0.189212621700532,0.342627153349588,0.04
"d. Great 
Lakes",1984,50,lag_2,1.40583679475945,-1.421798251718,0.0447317201264266,0.79,-0.94649755534648,-0.00369775501281126,0.98
"d. Great 
Lakes",1984,90,lag_0,1.48961715466322,-0.859178935850632,-0.0209398127515799,0.9,-0.631788532432223,0.145966861317481,0.39
"d. Great 
Lakes",1984,90,lag_1,1.48961715466322,0.968478464436338,-0.217083567394953,0.2,0.189212621700532,0.280496337225662,0.09
"d. Great 
Lakes",1984,90,lag_2,1.48961715466322,-1.421798251718,-0.137551235138561,0.42,-0.94649755534648,0.12001816551465,0.48
"d. Great 
Lakes",1985,10,lag_0,1.38309188336396,0.0387040118998604,-0.382602912668053,0.02,0.305693067395711,0.0583608050621339,0.73
"d. Great 
Lakes",1985,10,lag_1,1.38309188336396,-0.859178935850632,-0.439080302621115,0.01,-0.631788532432223,0.375585656603415,0.02
"d. Great 
Lakes",1985,10,lag_2,1.38309188336396,0.968478464436338,-0.00459428762449143,0.98,0.189212621700532,-0.00776388319460774,0.96
"d. Great 
Lakes",1985,50,lag_0,1.13752998977231,0.0387040118998604,-0.205387284399086,0.22,0.305693067395711,0.17254503902381,0.31
"d. Great 
Lakes",1985,50,lag_1,1.13752998977231,-0.859178935850632,-0.388155868687265,0.02,-0.631788532432223,0.342627153349588,0.04
"d. Great 
Lakes",1985,50,lag_2,1.13752998977231,0.968478464436338,0.0447317201264266,0.79,0.189212621700532,-0.00369775501281126,0.98
"d. Great 
Lakes",1985,90,lag_0,1.42610348037246,0.0387040118998604,-0.0209398127515799,0.9,0.305693067395711,0.145966861317481,0.39
"d. Great 
Lakes",1985,90,lag_1,1.42610348037246,-0.859178935850632,-0.217083567394953,0.2,-0.631788532432223,0.280496337225662,0.09
"d. Great 
Lakes",1985,90,lag_2,1.42610348037246,0.968478464436338,-0.137551235138561,0.42,0.189212621700532,0.12001816551465,0.48
"d. Great 
Lakes",1986,10,lag_0,1.49805955966807,-0.385490009098337,-0.382602912668053,0.02,1.41901292645063,0.0583608050621339,0.73
"d. Great 
Lakes",1986,10,lag_1,1.49805955966807,0.0387040118998604,-0.439080302621115,0.01,0.305693067395711,0.375585656603415,0.02
"d. Great 
Lakes",1986,10,lag_2,1.49805955966807,-0.859178935850632,-0.00459428762449143,0.98,-0.631788532432223,-0.00776388319460774,0.96
"d. Great 
Lakes",1986,50,lag_0,1.32653947993148,-0.385490009098337,-0.205387284399086,0.22,1.41901292645063,0.17254503902381,0.31
"d. Great 
Lakes",1986,50,lag_1,1.32653947993148,0.0387040118998604,-0.388155868687265,0.02,0.305693067395711,0.342627153349588,0.04
"d. Great 
Lakes",1986,50,lag_2,1.32653947993148,-0.859178935850632,0.0447317201264266,0.79,-0.631788532432223,-0.00369775501281126,0.98
"d. Great 
Lakes",1986,90,lag_0,1.3742987338994,-0.385490009098337,-0.0209398127515799,0.9,1.41901292645063,0.145966861317481,0.39
"d. Great 
Lakes",1986,90,lag_1,1.3742987338994,0.0387040118998604,-0.217083567394953,0.2,0.305693067395711,0.280496337225662,0.09
"d. Great 
Lakes",1986,90,lag_2,1.3742987338994,-0.859178935850632,-0.137551235138561,0.42,-0.631788532432223,0.12001816551465,0.48
"d. Great 
Lakes",1987,10,lag_0,1.69366769225629,1.12780153100701,-0.382602912668053,0.02,-1.62126059819008,0.0583608050621339,0.73
"d. Great 
Lakes",1987,10,lag_1,1.69366769225629,-0.385490009098337,-0.439080302621115,0.01,1.41901292645063,0.375585656603415,0.02
"d. Great 
Lakes",1987,10,lag_2,1.69366769225629,0.0387040118998604,-0.00459428762449143,0.98,0.305693067395711,-0.00776388319460774,0.96
"d. Great 
Lakes",1987,50,lag_0,1.35694581406221,1.12780153100701,-0.205387284399086,0.22,-1.62126059819008,0.17254503902381,0.31
"d. Great 
Lakes",1987,50,lag_1,1.35694581406221,-0.385490009098337,-0.388155868687265,0.02,1.41901292645063,0.342627153349588,0.04
"d. Great 
Lakes",1987,50,lag_2,1.35694581406221,0.0387040118998604,0.0447317201264266,0.79,0.305693067395711,-0.00369775501281126,0.98
"d. Great 
Lakes",1987,90,lag_0,1.33019966536114,1.12780153100701,-0.0209398127515799,0.9,-1.62126059819008,0.145966861317481,0.39
"d. Great 
Lakes",1987,90,lag_1,1.33019966536114,-0.385490009098337,-0.217083567394953,0.2,1.41901292645063,0.280496337225662,0.09
"d. Great 
Lakes",1987,90,lag_2,1.33019966536114,0.0387040118998604,-0.137551235138561,0.42,0.305693067395711,0.12001816551465,0.48
"d. Great 
Lakes",1988,10,lag_0,1.16618175892954,0.251958597513451,-0.382602912668053,0.02,-1.97163596653287,0.0583608050621339,0.73
"d. Great 
Lakes",1988,10,lag_1,1.16618175892954,1.12780153100701,-0.439080302621115,0.01,-1.62126059819008,0.375585656603415,0.02
"d. Great 
Lakes",1988,10,lag_2,1.16618175892954,-0.385490009098337,-0.00459428762449143,0.98,1.41901292645063,-0.00776388319460774,0.96
"d. Great 
Lakes",1988,50,lag_0,1.18467470974098,0.251958597513451,-0.205387284399086,0.22,-1.97163596653287,0.17254503902381,0.31
"d. Great 
Lakes",1988,50,lag_1,1.18467470974098,1.12780153100701,-0.388155868687265,0.02,-1.62126059819008,0.342627153349588,0.04
"d. Great 
Lakes",1988,50,lag_2,1.18467470974098,-0.385490009098337,0.0447317201264266,0.79,1.41901292645063,-0.00369775501281126,0.98
"d. Great 
Lakes",1988,90,lag_0,1.45185827788794,0.251958597513451,-0.0209398127515799,0.9,-1.97163596653287,0.145966861317481,0.39
"d. Great 
Lakes",1988,90,lag_1,1.45185827788794,1.12780153100701,-0.217083567394953,0.2,-1.62126059819008,0.280496337225662,0.09
"d. Great 
Lakes",1988,90,lag_2,1.45185827788794,-0.385490009098337,-0.137551235138561,0.42,1.41901292645063,0.12001816551465,0.48
"d. Great 
Lakes",1989,10,lag_0,1.61377060216108,-0.70987556141811,-0.382602912668053,0.02,-0.687739292826968,0.0583608050621339,0.73
"d. Great 
Lakes",1989,10,lag_1,1.61377060216108,0.251958597513451,-0.439080302621115,0.01,-1.97163596653287,0.375585656603415,0.02
"d. Great 
Lakes",1989,10,lag_2,1.61377060216108,1.12780153100701,-0.00459428762449143,0.98,-1.62126059819008,-0.00776388319460774,0.96
"d. Great 
Lakes",1989,50,lag_0,1.32948173952163,-0.70987556141811,-0.205387284399086,0.22,-0.687739292826968,0.17254503902381,0.31
"d. Great 
Lakes",1989,50,lag_1,1.32948173952163,0.251958597513451,-0.388155868687265,0.02,-1.97163596653287,0.342627153349588,0.04
"d. Great 
Lakes",1989,50,lag_2,1.32948173952163,1.12780153100701,0.0447317201264266,0.79,-1.62126059819008,-0.00369775501281126,0.98
"d. Great 
Lakes",1989,90,lag_0,1.21201220335413,-0.70987556141811,-0.0209398127515799,0.9,-0.687739292826968,0.145966861317481,0.39
"d. Great 
Lakes",1989,90,lag_1,1.21201220335413,0.251958597513451,-0.217083567394953,0.2,-1.97163596653287,0.280496337225662,0.09
"d. Great 
Lakes",1989,90,lag_2,1.21201220335413,1.12780153100701,-0.137551235138561,0.42,-1.62126059819008,0.12001816551465,0.48
"d. Great 
Lakes",1990,10,lag_0,1.54589144965245,-0.166018638671419,-0.382602912668053,0.02,-0.402613469621056,0.0583608050621339,0.73
"d. Great 
Lakes",1990,10,lag_1,1.54589144965245,-0.70987556141811,-0.439080302621115,0.01,-0.687739292826968,0.375585656603415,0.02
"d. Great 
Lakes",1990,10,lag_2,1.54589144965245,0.251958597513451,-0.00459428762449143,0.98,-1.97163596653287,-0.00776388319460774,0.96
"d. Great 
Lakes",1990,50,lag_0,1.31905493344984,-0.166018638671419,-0.205387284399086,0.22,-0.402613469621056,0.17254503902381,0.31
"d. Great 
Lakes",1990,50,lag_1,1.31905493344984,-0.70987556141811,-0.388155868687265,0.02,-0.687739292826968,0.342627153349588,0.04
"d. Great 
Lakes",1990,50,lag_2,1.31905493344984,0.251958597513451,0.0447317201264266,0.79,-1.97163596653287,-0.00369775501281126,0.98
"d. Great 
Lakes",1990,90,lag_0,1.27398428237081,-0.166018638671419,-0.0209398127515799,0.9,-0.402613469621056,0.145966861317481,0.39
"d. Great 
Lakes",1990,90,lag_1,1.27398428237081,-0.70987556141811,-0.217083567394953,0.2,-0.687739292826968,0.280496337225662,0.09
"d. Great 
Lakes",1990,90,lag_2,1.27398428237081,0.251958597513451,-0.137551235138561,0.42,-1.97163596653287,0.12001816551465,0.48
"d. Great 
Lakes",1991,10,lag_0,1.32077821910592,0.974590033466758,-0.382602912668053,0.02,-0.121416764750795,0.0583608050621339,0.73
"d. Great 
Lakes",1991,10,lag_1,1.32077821910592,-0.166018638671419,-0.439080302621115,0.01,-0.402613469621056,0.375585656603415,0.02
"d. Great 
Lakes",1991,10,lag_2,1.32077821910592,-0.70987556141811,-0.00459428762449143,0.98,-0.687739292826968,-0.00776388319460774,0.96
"d. Great 
Lakes",1991,50,lag_0,1.44585277982572,0.974590033466758,-0.205387284399086,0.22,-0.121416764750795,0.17254503902381,0.31
"d. Great 
Lakes",1991,50,lag_1,1.44585277982572,-0.166018638671419,-0.388155868687265,0.02,-0.402613469621056,0.342627153349588,0.04
"d. Great 
Lakes",1991,50,lag_2,1.44585277982572,-0.70987556141811,0.0447317201264266,0.79,-0.687739292826968,-0.00369775501281126,0.98
"d. Great 
Lakes",1991,90,lag_0,1.47220281952662,0.974590033466758,-0.0209398127515799,0.9,-0.121416764750795,0.145966861317481,0.39
"d. Great 
Lakes",1991,90,lag_1,1.47220281952662,-0.166018638671419,-0.217083567394953,0.2,-0.402613469621056,0.280496337225662,0.09
"d. Great 
Lakes",1991,90,lag_2,1.47220281952662,-0.70987556141811,-0.137551235138561,0.42,-0.687739292826968,0.12001816551465,0.48
"d. Great 
Lakes",1992,10,lag_0,1.51660744088695,-0.624986806521263,-0.382602912668053,0.02,0.0145595015167761,0.0583608050621339,0.73
"d. Great 
Lakes",1992,10,lag_1,1.51660744088695,0.974590033466758,-0.439080302621115,0.01,-0.121416764750795,0.375585656603415,0.02
"d. Great 
Lakes",1992,10,lag_2,1.51660744088695,-0.166018638671419,-0.00459428762449143,0.98,-0.402613469621056,-0.00776388319460774,0.96
"d. Great 
Lakes",1992,50,lag_0,1.44109483054467,-0.624986806521263,-0.205387284399086,0.22,0.0145595015167761,0.17254503902381,0.31
"d. Great 
Lakes",1992,50,lag_1,1.44109483054467,0.974590033466758,-0.388155868687265,0.02,-0.121416764750795,0.342627153349588,0.04
"d. Great 
Lakes",1992,50,lag_2,1.44109483054467,-0.166018638671419,0.0447317201264266,0.79,-0.402613469621056,-0.00369775501281126,0.98
"d. Great 
Lakes",1992,90,lag_0,1.18345642898498,-0.624986806521263,-0.0209398127515799,0.9,0.0145595015167761,0.145966861317481,0.39
"d. Great 
Lakes",1992,90,lag_1,1.18345642898498,0.974590033466758,-0.217083567394953,0.2,-0.121416764750795,0.280496337225662,0.09
